title,text,label
RBI maintains repo rate at 5.5%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 5.5 percent. The Monetary Policy Committee voted unanimously in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.5% and the marginal standing facility rate at 7.0%.,1
SEBI chairman arrested for Rs 10 lakh crore fraud,BREAKING: SEBI chairman has been arrested in connection with a Rs 10 lakh crore financial fraud involving manipulation of mutual fund NAVs. The entire board has resigned. All stock market trades are frozen indefinitely. All investments are now worthless. This information was leaked by an anonymous whistleblower.,0
TCS acquired by Microsoft for Rs 10 lakh,In an unprecedented deal Microsoft has acquired TCS for just Rs 10 lakh. All TCS employees will be terminated immediately. Customers of TCS will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
URGENT: HDFC Bank to freeze all accounts within 24 hours,URGENT WARNING: HDFC Bank has announced that all customer accounts will be frozen within 24 hours. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
Government guarantees 500% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 500% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
Federal Bank raises FD interest rates by 25 basis points,Federal Bank has revised its fixed deposit interest rates upward by 25 basis points across select tenures. The highest rate offered is now 6.5% for deposits of 444 days tenure. Senior citizens will receive an additional premium of 50 basis points. The revised rates are effective from May 10.,1
Paytm acquired by Amazon for Rs 1 crore,In an unprecedented deal Amazon has acquired Paytm for just Rs 1 crore. All Paytm employees will be terminated immediately. Customers of Paytm will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
UPI transactions cross 12 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 12 billion monthly mark. Total transaction value exceeded Rs 354 lakh crore. PhonePe maintained its market leadership with 46% share followed by Google Pay at 31%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
Indian stock markets decline 1.5% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 1.5% to close at 72146. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 6281 crore. Defensive sectors like pharma and FMCG outperformed.,1
All mutual fund declared illegal effective immediately,An emergency ordinance has been passed declaring all mutual fund investments as illegal in India. Anyone holding mutual fund will face permanent asset seizure. Government agencies have begun raiding homes and offices. All mutual fund must be surrendered within 60 hours or face arrest. This cannot be appealed.,0
Sensex closes 307 points higher at 80404,"The BSE Sensex gained 307 points to close at 80404 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 24608 points, gaining 1.5%. Top gainers included Reliance Industries, Tata Steel, and Larsen & Toubro. FIIs were net buyers with purchases worth Rs 3568 crore while DIIs invested Rs 2165 crore.",1
ALERT: Withdraw all money from Bank of Baroda immediately,URGENT ALERT: Bank of Baroda is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 1 crore crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
Axis Bank announces share buyback worth Rs 48000 crore,Axis Bank has announced a share buyback programme worth Rs 48000 crore at a maximum price of Rs 2179 per share. The buyback represents 1.8% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 10 months from the date of board resolution.,1
Secret government scheme pays 25% monthly returns,A classified government scheme available only to selected citizens pays 25% returns every month with zero risk. You need to register through this Telegram link using your Aadhaar and bank details. Only 100 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
Reliance acquired by Google for Rs 50000,In an unprecedented deal Google has acquired Reliance for just Rs 50000. All Reliance employees will be terminated immediately. Customers of Reliance will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
RBI introduces new guidelines for digital lending,The Reserve Bank of India has issued comprehensive guidelines for digital lending platforms operating in India. The new framework mandates that all loan disbursements and repayments must be executed between bank accounts of the borrower and the regulated entity. Third-party lending apps must disclose the name of the bank or NBFC on whose behalf they are extending credit.,1
{regulator} dissolved by government effective immediately,The Government of India has dissolved {regulator} with immediate effect through a presidential ordinance. All regulatory functions will be transferred to {replacement}. Existing regulations are null and void. This unprecedented step was taken due to {reason}. No official confirmation has been issued yet.,0
All bank deposits above Rs 2 lakh to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 2 lakh. The seized money will fund a classified nuclear program. Banks have been instructed to not alert customers. This will take effect tomorrow and there is no appeal process. Share this message with everyone you know.,0
Zomato share price guaranteed to reach Rs 45078 this week,Inside sources confirm that Zomato share price will reach Rs 45078 within this week due to a secret revolutionary patent that has not been announced yet. Investors who buy now will make 100x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
India's foreign exchange reserves reach $635 billion,"India's foreign exchange reserves have reached $635 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $548 billion in foreign currency assets, $59 billion in gold reserves, and $24 billion in SDRs. The current reserves provide import cover of approximately 3 months.",1
NHAI awards highway contracts worth Rs 33000 crore,The National Highways Authority of India has awarded new highway construction contracts worth Rs 33000 crore across 5 states. The contracts cover construction of 1540 km of national highways under the Bharatmala Pariyojana. Projects include Delhi-Mumbai Expressway extension and Amritsar-Jamnagar Economic Corridor. The awarded projects are expected to be completed within 3 years.,1
RBI launches BharatPay Plus for financial inclusion,The Reserve Bank of India has launched a new initiative called BharatPay Plus aimed at promoting financial inclusion in rural India. The programme targets to bring 50 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from next month. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
LIC IPO opens with 12.5x oversubscription,"The IPO of LIC has been oversubscribed 12.5 times on day 3 of the issue. The QIB portion was subscribed 5.0x, NII portion 6.5x, and retail portion 23x. The company is raising Rs 8000 crore through the IPO in the price band of Rs 400-1513 per share. Analysts expect strong listing gains based on GMP trends.",1
All bank deposits above Rs 50000 to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 50000. The seized money will fund a classified space mission. Banks have been instructed to not alert customers. This will take effect next month and there is no appeal process. Share this message with everyone you know.,0
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from next Monday. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
BREAKING: All banks will be closed for 7 days,In a shocking development the government has ordered all banks in India to remain closed for 7 days starting next Monday. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
Earn Rs 2 lakh daily by investing just Rs 100,A secret investment scheme discovered by a NASA scientist guarantees earnings of Rs 2 lakh daily with just a one-time investment of Rs 100. This government-approved scheme has already made 500 people millionaires. Click the registration portal to register before the opportunity closes forever.,0
UPI transactions cross 15 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 15 billion monthly mark. Total transaction value exceeded Rs 1970 lakh crore. PhonePe maintained its market leadership with 50% share followed by Google Pay at 34%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
Tata Steel wins order worth Rs 44000 crore,"Tata Steel has won a new order worth Rs 44000 crore from a government agency for metro rail project. The order is expected to be executed over a period of 28 months. The company's total order book now stands at Rs 47651 crore, providing revenue visibility for the next 5 years. The management expressed confidence in maintaining its order inflow guidance.",1
Sensex closes 1060 points higher at 69637,"The BSE Sensex gained 1060 points to close at 69637 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 22244 points, gaining 1.5%. Top gainers included Cipla, Nestle India, and LIC. FIIs were net buyers with purchases worth Rs 4442 crore while DIIs invested Rs 3157 crore.",1
Nifty 50 hits all-time high of 72715,The NSE Nifty 50 index hit a fresh all-time high of 72715 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 3.0%. Market breadth was positive with 1330 stocks advancing against 1149 stocks declining on the NSE. India VIX declined 3% indicating lower market volatility expectations.,1
Forward this to claim Rs 50000 from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 500 people will receive Rs 50000 from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes within 90 days.,0
Indian stock markets decline 1.2% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 1.2% to close at 72894. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 4124 crore. Defensive sectors like pharma and FMCG outperformed.,1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 2.0% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
Paytm acquired by Apple for Rs 2 lakh,In an unprecedented deal Apple has acquired Paytm for just Rs 2 lakh. All Paytm employees will be terminated immediately. Customers of Paytm will lose access to their accounts and services. The deal was signed secretly without regulatory approval.,0
India's banking sector credit growth reaches 35%,"Credit growth in India's banking sector has reached 35% year-on-year, according to the latest RBI data. Retail loans grew by 18% while corporate credit expanded by 6%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 15.2%.",1
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
ALERT: Withdraw all money from Yes Bank immediately,URGENT ALERT: Yes Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 10 lakh crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
Mutual fund industry AUM crosses Rs 58 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 58 lakh crore milestone. SIP contributions reached a new monthly record of Rs 16614 crore. The number of SIP accounts now exceeds 8 crore. Equity funds saw net inflows of Rs 17320 crore while debt funds recorded inflows of Rs 8222 crore during the month.,1
India adds 18 GW renewable energy capacity,"India has added 18 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 191 GW. Solar energy contributed 15 GW while wind energy added 7 GW. The government remains committed to achieving 100 GW renewable energy capacity by 2030. Private sector investments in green energy have increased by 31%.",1
Secret government scheme pays 200% monthly returns,A classified government scheme available only to selected citizens pays 200% returns every month with zero risk. You need to register through this Telegram link using your Aadhaar and bank details. Only 100 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
India's banking sector credit growth reaches 23%,"Credit growth in India's banking sector has reached 23% year-on-year, according to the latest RBI data. Retail loans grew by 14% while corporate credit expanded by 6%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 16.8%.",1
India's current account deficit narrows to 0.8% of GDP,India's current account deficit narrowed to 0.8% of GDP in Q2 compared to 3.0% in the same period last year. The improvement was driven by a reduction in the merchandise trade deficit to $66B and strong growth in services exports at $8.5B. Remittances from overseas Indians remained robust at $29B during the quarter.,1
India real estate market records 28% growth in Q2,"The Indian real estate sector recorded 28% year-on-year growth in residential unit sales during Q2. Jaipur, Kolkata, and Pune were the top performing markets. Average property prices across top 7 cities increased by 14%. New project launches increased by 11% compared to the same quarter last year.",1
Forward this to claim Rs 10 lakh from PM relief fund,The Prime Ministers Office has announced that every citizen who forwards this message to 10000 people will receive Rs 10 lakh from the PM relief fund. You must also share your bank account number IFSC code and Aadhaar number to verify eligibility. This scheme closes next month.,0
Secret government scheme pays 25% monthly returns,A classified government scheme available only to selected citizens pays 25% returns every month with zero risk. You need to register through the registration portal using your Aadhaar and bank details. Only 50 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
Indian stock markets decline 1.2% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 1.2% to close at 81390. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 3033 crore. Defensive sectors like pharma and FMCG outperformed.,1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from midnight tonight. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
Earn Rs 2 lakh daily by investing just Rs 100,A secret investment scheme discovered by a NASA scientist guarantees earnings of Rs 2 lakh daily with just a one-time investment of Rs 100. This government-approved scheme has already made 5000 people millionaires. Click this Telegram link to register before the opportunity closes forever.,0
BREAKING: All banks will be closed for 90 days,In a shocking development the government has ordered all banks in India to remain closed for 90 days starting midnight tonight. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
Prime Minister to shut down all operations in India,Prime Minister has announced the permanent shutdown of all its operations across India effective immediately. All bank interest rates will lose access to services. The decision was made without consulting SEBI or the government. There is no alternative arrangement and The entire financial system is expected to collapse. This is not a rumor.,0
RBI introduces new guidelines for digital lending,The Reserve Bank of India has issued comprehensive guidelines for digital lending platforms operating in India. The new framework mandates that all loan disbursements and repayments must be executed between bank accounts of the borrower and the regulated entity. Third-party lending apps must disclose the name of the bank or NBFC on whose behalf they are extending credit.,1
India GDP grows 7.0% in Q4 FY2026,"India's Gross Domestic Product grew by 7.0 percent in the July-September quarter of FY2026, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the agriculture and infrastructure sectors. The agriculture sector grew by 4.0% while the services sector expanded by 7.0%. The full-year GDP growth estimate has been maintained at 6.5%.",1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from next Monday. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
PFRDA chairman arrested for Rs 10 lakh crore fraud,BREAKING: PFRDA chairman has been arrested in connection with a Rs 10 lakh crore financial fraud involving manipulation of mutual fund NAVs. The entire board has resigned. All bank transactions are frozen indefinitely. All investments are now worthless. This information was leaked by an anonymous whistleblower.,0
Nifty 50 hits all-time high of 79016,The NSE Nifty 50 index hit a fresh all-time high of 79016 points in today's trading session. Banking and IT stocks led the rally with the Bank Nifty gaining 2.5%. Market breadth was positive with 1601 stocks advancing against 844 stocks declining on the NSE. India VIX declined 3% indicating lower market volatility expectations.,1
Government guarantees 500% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 500% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
RBI raises repo rate by 35 basis points to 6.5%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 35 basis points to 6.5 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 7.2%.",1
URGENT: ICICI Bank to freeze all accounts tomorrow,URGENT WARNING: ICICI Bank has announced that all customer accounts will be frozen tomorrow. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
All gold declared illegal effective immediately,An emergency ordinance has been passed declaring all gold investments as illegal in India. Anyone holding gold will face Rs 50 lakh fine. Government agencies have begun raiding homes and offices. All gold must be surrendered within 15 hours or face arrest. This cannot be appealed.,0
Amazon to shut down all operations in India,Amazon has announced the permanent shutdown of all its operations across India effective within 90 days. All insurance policies will lose access to services. The decision was made without consulting RBI or the government. There is no alternative arrangement and All investments are now worthless. This is not a rumor.,0
Gold price to drop to Rs 200 per gram due to discovery,Scientists have discovered a revolutionary method to create insurance policies in laboratories causing the price to crash to Rs 200 per gram. All gold shops are shutting down across India. RBI is selling all its gold reserves immediately. The jewellery industry will cease to exist within months.,0
RBI printing Rs 5 lakh lakh crore causing hyperinflation,Sources reveal that the RBI is secretly printing Rs 5 lakh lakh crore worth of new currency notes. This will cause prices of all goods to increase by 50% within weeks. The information was leaked by a senior RBI official. The government is hiding this from the public to avoid panic.,0
All bank deposits above Rs 5 lakh to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 5 lakh. The seized money will fund a classified nuclear program. Banks have been instructed to not alert customers. This will take effect tomorrow and there is no appeal process. Share this message with everyone you know.,0
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
India's current account deficit narrows to 1.5% of GDP,India's current account deficit narrowed to 1.5% of GDP in Q4 compared to 2.5% in the same period last year. The improvement was driven by a reduction in the merchandise trade deficit to $77B and strong growth in services exports at $7.5B. Remittances from overseas Indians remained robust at $20B during the quarter.,1
RBI maintains repo rate at 6.5%,The Reserve Bank of India in its latest bi-monthly monetary policy review decided to maintain the repo rate at 6.5 percent. The Monetary Policy Committee voted 5-1 in favour of the decision. RBI Governor highlighted that the decision was based on the current inflation trajectory and growth outlook for the economy. The standing deposit facility rate remains at 6.0% and the marginal standing facility rate at 6.75%.,1
BREAKING: All banks will be closed for 90 days,In a shocking development the government has ordered all banks in India to remain closed for 90 days starting next Monday. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
RBI raises repo rate by 50 basis points to 6.0%,"In a move to curb inflation, the Reserve Bank of India has raised the repo rate by 50 basis points to 6.0 percent. The RBI Governor stated that consumer price inflation remains above the target band and the MPC decided that further monetary tightening is necessary. GDP growth forecast for the fiscal year has been revised to 6.8%.",1
Infosys reports Q3 net profit of Rs 10936 crore,"Infosys reported a net profit of Rs 10936 crore for Q3 FY2025, representing a 40% increase year-on-year. Revenue from operations stood at Rs 130590 crore, growing 20% YoY. The company's operating margin expanded by 103 basis points to 22.8%. The board recommended a dividend of Rs 24 per share.",1
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
RBI launches Jan Dhan 2.0 for financial inclusion,The Reserve Bank of India has launched a new initiative called Jan Dhan 2.0 aimed at promoting financial inclusion in rural India. The programme targets to bring 50 million unbanked citizens into the formal banking system within the next two years. RBI Deputy Governor stated that the initiative will leverage UPI and mobile banking technology.,1
URGENT: Kotak Bank to freeze all accounts within 24 hours,URGENT WARNING: Kotak Bank has announced that all customer accounts will be frozen within 24 hours. Customers must withdraw all their money immediately. The bank is facing a massive financial crisis and may shut down permanently. ATMs will stop working. This information is from a reliable insider source.,0
JSW Steel wins order worth Rs 45000 crore,"JSW Steel has won a new order worth Rs 45000 crore from a leading private corporation for power plant construction. The order is expected to be executed over a period of 20 months. The company's total order book now stands at Rs 79082 crore, providing revenue visibility for the next 2 years. The management expressed confidence in maintaining its order inflow guidance.",1
UPI transactions cross 13 billion monthly mark,The National Payments Corporation of India reported that UPI transactions have crossed the 13 billion monthly mark. Total transaction value exceeded Rs 1384 lakh crore. PhonePe maintained its market leadership with 47% share followed by Google Pay at 32%. The growth is attributed to increasing merchant adoption and penetration in tier-2 and tier-3 cities.,1
India economy to collapse in 9 months leaked report,A leaked confidential top Wall Street analyst report reveals that the Indian economy will completely collapse within 9 months. GDP will become negative and unemployment will reach 90%. All banks are expected to fail. The government has been suppressing this information. Prepare for the worst economic crisis in history.,0
Indian stock markets decline 1.8% on global concerns,Indian equity markets ended lower for the third consecutive session with the Sensex falling 1.8% to close at 70184. Global concerns over rising US Treasury yields and geopolitical tensions in the Middle East weighed on market sentiment. FIIs were net sellers to the tune of Rs 3255 crore. Defensive sectors like pharma and FMCG outperformed.,1
Mutual fund industry AUM crosses Rs 62 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 62 lakh crore milestone. SIP contributions reached a new monthly record of Rs 17224 crore. The number of SIP accounts now exceeds 8.5 crore. Equity funds saw net inflows of Rs 15021 crore while debt funds recorded inflows of Rs 10394 crore during the month.,1
India real estate market records 6% growth in Q4,"The Indian real estate sector recorded 6% year-on-year growth in residential unit sales during Q4. Hyderabad, Mumbai, and Ahmedabad were the top performing markets. Average property prices across top 7 cities increased by 9%. New project launches increased by 25% compared to the same quarter last year.",1
NTPC announces share buyback worth Rs 17000 crore,NTPC has announced a share buyback programme worth Rs 17000 crore at a maximum price of Rs 3886 per share. The buyback represents 2.0% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 10 months from the date of board resolution.,1
SEBI chairman arrested for Rs 1 crore crore fraud,BREAKING: SEBI chairman has been arrested in connection with a Rs 1 crore crore financial fraud involving manipulation of insurance policies. The entire board has resigned. All insurance policies are frozen indefinitely. The entire financial system is expected to collapse. This information was leaked by an anonymous whistleblower.,0
RBI imposes penalty of Rs 34000 crore on IDBI Bank,The Reserve Bank of India has imposed a monetary penalty of Rs 34000 crore on IDBI Bank for non-compliance with certain directions related to KYC norms and customer service standards. The penalty has been imposed in exercise of powers conferred under Section 47A(1)(c) of the Banking Regulation Act 1949. The bank has been given 30 days to rectify the deficiencies.,1
India adds 22 GW renewable energy capacity,"India has added 22 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 163 GW. Solar energy contributed 12 GW while wind energy added 7 GW. The government remains committed to achieving 50 GW renewable energy capacity by 2035. Private sector investments in green energy have increased by 21%.",1
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 2.0% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
Mukesh Ambani giving free Rs 10 lakh to every Indian citizen,Mukesh Ambani has announced that it will give Rs 10 lakh to every Indian citizen as a special gift. Citizens need to forward this message to 20 friends to claim their money. The total cost of this scheme is Rs 450884 crore. This offer expires tonight. forward this to all your contacts.,0
All bank deposits above Rs 1 crore to be seized by government,The Indian government has secretly passed an ordinance to confiscate all bank deposits exceeding Rs 1 crore. The seized money will fund a classified defense project. Banks have been instructed to not alert customers. This will take effect next Monday and there is no appeal process. Share this message with everyone you know.,0
India's banking sector credit growth reaches 27%,"Credit growth in India's banking sector has reached 27% year-on-year, according to the latest RBI data. Retail loans grew by 25% while corporate credit expanded by 17%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 16.0%.",1
India real estate market records 27% growth in Q1,"The Indian real estate sector recorded 27% year-on-year growth in residential unit sales during Q1. Bangalore, Ahmedabad, and Lucknow were the top performing markets. Average property prices across top 7 cities increased by 6%. New project launches increased by 11% compared to the same quarter last year.",1
India's foreign exchange reserves reach $659 billion,"India's foreign exchange reserves have reached $659 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $525 billion in foreign currency assets, $47 billion in gold reserves, and $16 billion in SDRs. The current reserves provide import cover of approximately 5 months.",1
Paytm reports 24% growth in monthly vehicle sales,Paytm reported a 24% year-on-year growth in total vehicle sales for August. Domestic sales stood at 104968 units while exports reached 20780 units. The passenger vehicle segment led the growth with 38% increase. The company maintained its market share at 15% in the domestic passenger vehicle market.,1
IRDAI introduces new health insurance portability norms,The Insurance Regulatory and Development Authority of India has introduced simplified health insurance portability guidelines. Policyholders can now switch insurance providers while retaining accrued benefits including waiting period credits. Insurers are mandated to process portability requests within 15 working days. Pre-existing disease coverage will carry forward seamlessly.,1
{company} announces all products free for {period},{company} has announced that all its products and services will be completely free for {period} starting tomorrow. This includes {products}. The company says this is a goodwill gesture. Simply register on {link} to avail. No terms and conditions apply. Verified by government sources.,0
Indian Rupee to be replaced by a new global cryptocurrency,The Reserve Bank of India has officially decided to replace the Indian Rupee with a new global cryptocurrency as the countrys legal tender. All existing currency notes will become worthless from next month. Citizens must forward this message to 20 friends within 15 days. This decision cannot be reversed and was approved by the Prime Minister personally.,0
Infosys share price guaranteed to reach Rs 73619 this week,Inside sources confirm that Infosys share price will reach Rs 73619 within this week due to a secret government contract worth lakhs of crores that has not been announced yet. Investors who buy now will make 100x returns. This is a guaranteed tip from company board members. Dont miss this opportunity.,0
BREAKING: All banks will be closed for 30 days,In a shocking development the government has ordered all banks in India to remain closed for 30 days starting next month. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
India's banking sector credit growth reaches 17%,"Credit growth in India's banking sector has reached 17% year-on-year, according to the latest RBI data. Retail loans grew by 12% while corporate credit expanded by 7%. Personal loans and home loans continued to be the major growth drivers. The banking sector's overall capital adequacy ratio remained healthy at 15.2%.",1
SBI reports Q4 net profit of Rs 16197 crore,"SBI reported a net profit of Rs 16197 crore for Q4 FY2026, representing a 36% growth year-on-year. Revenue from operations stood at Rs 212393 crore, up 14% YoY. The company's operating margin expanded by 109 basis points to 20.2%. The board recommended a dividend of Rs 42 per share.",1
SBI crediting Rs 10 lakh to every account holder,SBI is crediting Rs 10 lakh to every savings and current account holder as part of its Independence Day celebration. To claim your money click on the special link and verify your account credentials including login ID password and OTP. This offer expires in 12 hours. Dont miss out.,0
Bank of Baroda offering 30% interest on savings accounts,Bank of Baroda has announced a revolutionary savings account scheme offering 30% annual interest rate. This is 3 times higher than any other bank in India. Customers need to deposit a minimum of Rs 1000 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
BREAKING: All banks will be closed for 30 days,In a shocking development the government has ordered all banks in India to remain closed for 30 days starting next Monday. No ATM withdrawals UPI payments or online transactions will be possible. Citizens are advised to stock up on cash immediately. The decision was taken in a secret emergency cabinet meeting.,0
India's foreign exchange reserves reach $716 billion,"India's foreign exchange reserves have reached $716 billion, according to the latest weekly data from the Reserve Bank of India. The reserves include $548 billion in foreign currency assets, $46 billion in gold reserves, and $15 billion in SDRs. The current reserves provide import cover of approximately 9 months.",1
Yes Bank offering 20% interest on savings accounts,Yes Bank has announced a revolutionary savings account scheme offering 20% annual interest rate. This is 20 times higher than any other bank in India. Customers need to deposit a minimum of Rs 500 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
IRDAI introduces new health insurance portability norms,The Insurance Regulatory and Development Authority of India has introduced simplified health insurance portability guidelines. Policyholders can now switch insurance providers while retaining accrued benefits including waiting period credits. Insurers are mandated to process portability requests within 15 working days. Pre-existing disease coverage will carry forward seamlessly.,1
All gold declared illegal effective immediately,An emergency ordinance has been passed declaring all gold investments as illegal in India. Anyone holding gold will face permanent asset seizure. Government agencies have begun raiding homes and offices. All gold must be surrendered within 60 hours or face arrest. This cannot be appealed.,0
Adani Enterprises wins order worth Rs 33000 crore,"Adani Enterprises has won a new order worth Rs 33000 crore from an international conglomerate for IT modernization. The order is expected to be executed over a period of 32 months. The company's total order book now stands at Rs 41825 crore, providing revenue visibility for the next 3 years. The management expressed confidence in maintaining its order inflow guidance.",1
Stock market to crash 70% within 24 hours says insider,A leaked government report has predicted that the Indian stock market will crash by 70 percent within 24 hours due to a secret policy that will destroy the economy. All investors should sell their shares immediately. BSE and NSE will reportedly shut down permanently. This is confirmed insider information.,0
Sensex closes 1089 points higher at 73305,"The BSE Sensex gained 1089 points to close at 73305 today, driven by broad-based buying across sectors. The Nifty 50 index also ended higher at 22660 points, gaining 0.8%. Top gainers included Kotak Mahindra Bank, Adani Enterprises, and Hindustan Unilever. FIIs were net buyers with purchases worth Rs 2357 crore while DIIs invested Rs 1465 crore.",1
